PAG_PFPJ,REC_PFPJ,PAG_REGIAO,REC_REGIAO,PAG_IDADE,REC_IDADE,NATUREZA,VALOR,QUANTIDADE,TICKET_MEDIO
1,2,2,1,7,1,7,19003400070000.0,326659000,58175.03901622181
1,2,2,1,2,1,8,56000000.0,2000,28000.0
1,1,2,3,5,3,9,104976340000.0,759000,138308.7483530962
1,1,5,5,5,3,9,7506569540000.0,179213000,41886.30032419523
2,1,0,4,1,4,2,81454135040000.0,33410000,2438016.6129901228
2,1,4,1,1,5,2,978376651600000.0,1727452000,566369.8045444967
1,1,2,1,5,4,9,2940180050000.0,60919000,48263.76089561549
1,2,1,0,6,1,7,55080950000.0,380000,144949.86842105264
1,1,4,0,5,3,9,106662930000.0,649000,164349.66101694916
2,1,3,0,1,2,2,2426500000.0,41000,59182.92682926829
2,1,4,2,1,3,5,11704490000.0,13000,900345.3846153846
1,1,1,2,0,4,9,1000000000.0,1000,1000000.0
1,1,5,1,5,5,9,4126586430000.0,19703000,209439.49804598285
1,1,4,5,2,7,9,143622000000.0,4170000,34441.72661870503
1,1,5,3,4,3,9,8788720000.0,26000,338027.6923076923
1,1,2,2,0,6,9,318300000.0,4000,79575.0
1,2,4,1,4,1,8,33974560000.0,125000,271796.48
1,1,2,0,3,3,9,1543512680000.0,33597000,45941.97934339375
2,1,1,1,1,6,2,5573167460000.0,23156000,240679.19588875453
1,1,4,3,2,2,9,25172980000.0,306000,82264.64052287582
1,1,5,4,5,2,9,8290425820000.0,62978000,131640.03016926546
1,2,1,0,7,1,7,3786992530000.0,2998000,1263172.9586390927
1,2,3,3,3,1,7,1869440000.0,16000,116840.0
1,1,1,4,7,6,9,7168507020000.0,20666000,346874.43240104517
1,1,5,4,4,3,9,68509262550000.0,358007000,191362.9134346535
1,1,0,4,2,3,9,375716440000.0,10091000,37232.82528986225
1,1,0,5,5,6,9,467031610000.0,6550000,71302.5358778626
1,1,3,3,2,5,9,56438730000.0,293000,192623.65187713312
1,1,5,3,2,0,9,67220000.0,9000,7468.888888888889
2,1,5,5,1,2,2,3557927600000.0,23438000,151801.67249765337
2,1,5,0,1,5,2,155878668420000.0,333947000,466776.6694116132
1,1,5,5,6,7,9,710802267070000.0,1535621000,462876.1048917669
1,1,5,1,4,6,9,33466110000.0,180000,185922.83333333334
1,1,2,5,7,7,9,24342280000.0,375000,64912.746666666666
1,2,1,1,5,1,7,71000000.0,5000,14200.0
2,1,1,1,1,0,2,263500000.0,8000,32937.5
1,1,4,1,4,5,9,6550831590000.0,212366000,30846.89446521571
2,1,1,1,1,3,2,46123255660000.0,241234000,191197.1598530887
1,1,4,5,6,5,9,139127390000.0,371000,375006.4420485175
1,2,2,2,5,1,7,14370770000.0,26000,552721.9230769231
2,1,2,1,1,5,5,17000000.0,2000,8500.0
1,2,4,1,7,1,7,84299904530000.0,1643609000,51289.51260914244
1,1,4,5,3,7,9,5141201500000.0,11784000,436286.61744738626
1,2,5,5,3,1,7,46689730000.0,218000,214173.0733944954
1,1,4,2,6,6,9,18183260000.0,94000,193438.93617021278
1,1,1,0,7,6,9,273871430000.0,2699000,101471.44497962209
1,1,2,3,6,2,9,26000000.0,3000,8666.666666666666
1,2,5,0,2,1,8,742000000.0,2000,371000.0
2,2,3,5,1,1,0,2609800010000.0,195000,13383589.794871794
2,1,0,4,1,7,5,10851216500000.0,3900000,2782363.205128205
1,2,2,2,7,1,7,64242029750000.0,124001000,518076.7070426851
1,1,1,0,2,4,9,1426500210000.0,17520000,81421.2448630137
2,1,4,5,1,2,2,39747685490000.0,139396000,285142.2242388591
1,1,0,1,6,5,9,834075920000.0,16596000,50257.64762593396
1,1,4,0,3,7,9,233856400000.0,384000,609001.0416666666
1,1,1,3,6,7,9,1386530000.0,64000,21664.53125
1,1,1,0,5,2,9,1220685600000.0,16065000,75984.16433239962
1,2,0,5,3,1,7,566450310000.0,1887000,300185.64387917327
1,1,0,2,6,3,9,173037950000.0,3832000,45156.04123173278
1,1,3,4,7,3,9,1705764670000.0,2784000,612702.826867816
1,1,0,0,2,5,9,1122582240000.0,8255000,135988.15748031496
1,1,2,4,6,7,9,216810360000.0,3656000,59302.61487964989
1,1,3,1,4,5,9,555250770000.0,2051000,270721.9746465139
1,1,2,2,7,6,9,48753937130000.0,212552000,229374.16316948325
1,1,5,3,2,2,9,3367740000.0,92000,36605.86956521739
1,1,0,2,5,4,9,123674520000.0,401000,308415.2618453865
2,1,3,0,1,4,2,2257561260000.0,787000,2868565.7687420584
1,1,5,2,4,7,9,73828470000.0,86000,858470.5813953489
1,1,3,3,7,5,9,2472650000.0,27000,91579.62962962964
1,1,3,0,4,2,9,16492020000.0,85000,194023.76470588235
1,2,0,0,2,1,8,79578470000.0,1206000,65985.46434494195
1,1,0,0,4,3,9,3625532460000.0,14944000,242607.90016059956
2,1,4,4,1,4,5,118541820000.0,559000,212060.5008944544
1,1,1,4,4,2,9,900608330000.0,20296000,44373.68594797004
1,2,4,2,2,1,7,3148370000.0,12000,262364.1666666667
1,1,0,0,2,7,9,966432970000.0,1579000,612053.812539582
1,1,5,4,5,4,9,1035803070000.0,22273000,46504.87451174067
1,2,4,0,7,1,7,26229505020000.0,6657000,3940138.9544840017
2,2,4,4,1,1,1,148716368940000.0,4165000,35706211.030012004
1,1,1,0,7,7,9,80610410000.0,830000,97120.97590361445
2,1,3,2,1,6,2,14304610000.0,5000,2860922.0
1,1,4,1,4,2,9,31706764630000.0,337593000,93920.08907175208
2,1,0,0,1,3,5,2511650670000.0,1871000,1342410.833778728
1,1,5,5,7,4,9,105085741640000.0,265256000,396167.2559338903
2,1,4,0,1,7,5,23431100000.0,9000,2603455.5555555555
1,1,1,1,6,4,9,3070001800000.0,12319000,249208.68576994885
1,1,0,1,5,7,9,574314680000.0,12314000,46639.16517784636
1,1,5,0,2,7,9,25273040000.0,1067000,23686.073102155577
1,1,2,0,2,3,9,5334186160000.0,57745000,92374.85773660058
1,1,1,5,4,4,9,737759460000.0,25193000,29284.303576390266
1,1,1,2,6,7,9,73084940000.0,48000,1522602.9166666667
1,1,0,2,3,7,9,128794680000.0,4985000,25836.445336008022
1,2,0,1,2,1,7,16413636070000.0,443160000,37037.7201687878
1,2,0,4,2,1,7,12040937870000.0,34743000,346571.62219727715
1,1,2,0,6,7,9,209832970000.0,3694000,56803.72766648619
1,1,4,3,6,0,9,1966000000.0,14000,140428.57142857142
1,1,1,1,6,5,9,67517307470000.0,1378961000,48962.44887999008
1,2,1,5,7,1,7,8673860000.0,62000,139900.96774193548
1,1,5,2,5,7,9,37477220000.0,49000,764841.224489796
2,1,1,2,1,7,5,400890000.0,2000,200445.0
1,1,5,0,7,7,9,13803762890000.0,13207000,1045185.3479215568
2,2,0,0,1,1,3,8632650000.0,6000,1438775.0
1,1,1,2,5,7,9,596743960000.0,16268000,36682.072780919596
1,1,5,3,5,7,9,372336200000.0,260000,1432062.3076923077
2,1,5,4,1,3,2,3567886210000.0,38543000,92568.98035959837
1,1,5,0,7,6,9,96596500000.0,1069000,90361.55285313378
1,2,1,0,3,1,7,29718640000.0,164000,181211.21951219512
1,1,5,5,2,3,9,1147104560000.0,13848000,82835.39572501444
1,1,1,3,2,0,9,13010000.0,2000,6505.0
1,1,1,0,3,2,9,310788610000.0,9269000,33529.89642895674
1,1,2,1,5,0,9,63000000.0,7000,9000.0
1,2,5,4,7,1,8,62684860000.0,145000,432309.3793103448
1,2,4,0,4,1,8,20530160000.0,274000,74927.59124087592
1,2,5,4,5,1,7,358282087210000.0,307891000,1163665.346534975
1,1,3,2,4,3,9,2243320710000.0,10482000,214016.47681740127
1,1,2,1,3,3,9,1717533870000.0,58098000,29562.702158421976
1,1,4,1,4,2,9,4900611000000.0,60958000,80393.23796712491
1,1,1,4,2,2,9,1916752370000.0,52369000,36600.89690465733
1,1,0,4,5,2,9,8880995680000.0,61979000,143290.39965149487
1,2,1,5,3,1,7,743000000.0,3000,247666.66666666666
1,1,0,5,4,4,9,5803996330000.0,22781000,254773.55383872526
1,2,2,1,6,1,7,156839390000.0,29000,5408254.827586207
2,1,5,2,1,5,2,541458970000.0,4464000,121294.5721326165
1,1,3,3,7,2,9,307000000.0,3000,102333.33333333333
1,1,0,0,4,6,9,2752415150000.0,6860000,401226.69825072883
1,1,1,2,7,7,9,6322020000.0,43000,147023.72093023255
1,1,4,3,3,0,9,12200000.0,2000,6100.0
1,2,3,2,2,1,7,472813490000.0,116000,4075978.3620689656
1,1,1,5,2,4,9,180722810000.0,7807000,23148.816446778532
1,1,0,0,3,6,9,18538889480000.0,517827000,35801.31874158744
1,1,4,3,4,4,9,266617040000.0,1250000,213293.632
1,1,4,1,2,3,9,966551860000.0,46716000,20689.953335045808
1,1,2,1,6,6,9,3190671940000.0,14856000,214773.28621432418
1,1,3,5,3,4,9,529811860000.0,1440000,367924.90277777775
1,1,5,4,3,3,9,76034150520000.0,466173000,163102.8620705189
1,1,0,5,4,4,9,152499130000.0,487000,313139.8973305955
2,2,1,1,1,1,0,3.572229587203e+16,7039012000,5074901.97090586
1,1,4,1,4,6,9,3595048240000.0,115021000,31255.581502508237
1,1,0,3,6,6,9,3700000000.0,2000,1850000.0
1,2,0,5,5,1,8,1253190000.0,9000,139243.33333333334
1,2,4,4,2,1,8,347561360000.0,1171000,296807.3099914603
1,1,2,2,7,4,9,4300339630000.0,105422000,40791.671852175066
1,1,0,5,3,7,9,6814509320000.0,19026000,358168.2602754126
1,1,4,5,5,5,9,121210014220000.0,297913000,406863.7965446288
1,2,0,4,6,1,8,47492180000.0,94000,505235.9574468085
1,1,1,1,3,0,9,810500000.0,22000,36840.90909090909
1,1,3,0,5,6,9,1743361410000.0,2187000,797147.4211248285
1,1,0,4,6,3,9,1386240820000.0,8573000,161698.45095065905
1,2,1,4,3,1,7,394772178500000.0,3215632000,122766.59098429173
1,1,3,5,0,4,9,15000000.0,1000,15000.0
1,1,2,2,7,4,9,583005755530000.0,1768259000,329706.08690808306
1,1,4,3,7,4,9,11846770000.0,14000,846197.8571428572
1,1,5,5,5,6,9,175195203380000.0,582825000,300596.58281645435
2,1,3,1,1,2,2,4766680000.0,18000,264815.55555555556
1,1,5,1,6,6,9,10716014160000.0,35224000,304224.79445832386
1,1,5,0,7,3,9,9995011750000.0,19836000,503882.4233716475
1,1,2,3,7,7,9,81072670000.0,216000,375336.43518518517
1,2,1,1,0,1,7,3881080000.0,58000,66915.1724137931
1,1,1,4,7,5,9,97443510500000.0,239441000,406962.51059760025
1,1,0,4,2,7,9,121023950000.0,5364000,22562.25764354959
1,1,3,1,5,5,9,2919490000.0,16000,182468.125
1,1,5,2,4,7,9,1313357690000.0,3622000,362605.65709552733
1,1,3,2,7,6,9,2910350000.0,49000,59394.897959183676
1,1,5,5,4,4,9,7473282840000.0,11177000,668630.4768721481
1,1,0,1,4,2,9,9473942330000.0,97450000,97218.49492047203
1,1,1,3,4,4,9,54297570000.0,1248000,43507.668269230766
1,1,5,5,6,3,9,110375253150000.0,536360000,205785.7654373928
1,1,0,5,7,6,9,44597730000.0,756000,58991.706349206346
2,1,0,0,1,2,2,263855536290000.0,710500000,371365.99055594654
2,1,3,5,1,5,2,2245626820000.0,24361000,92181.22490866549
1,1,2,2,5,3,9,158684485010000.0,1505061000,105433.92261841879
1,2,5,4,4,1,7,385980000.0,6000,64330.0
1,1,1,4,4,3,9,3947588510000.0,131596000,29997.784963068785
1,2,1,3,3,1,7,50579350000.0,17000,2975255.882352941
1,1,1,3,4,6,9,22622360000.0,745000,30365.58389261745
2,2,4,0,1,1,3,2313000000.0,1000,2313000.0
1,1,3,3,7,3,9,55250000.0,6000,9208.333333333334
1,1,2,5,4,7,9,32661770000.0,65000,502488.76923076925
1,1,1,4,4,2,9,5914294200000.0,77623000,76192.548600286
1,1,4,3,7,6,9,11125820000.0,96000,115893.95833333333
1,1,0,5,7,6,9,2510378990000.0,1670000,1503220.9520958085
1,1,1,1,7,3,9,17852094720000.0,227216000,78568.82754735582
1,1,3,5,3,2,9,153718050000.0,915000,167997.868852459
1,1,4,1,7,5,9,1034456950000.0,21641000,47800.79247724227
1,1,5,3,3,3,9,7791820000.0,40000,194795.5
1,1,4,5,2,7,9,1916126950000.0,11334000,169060.08028939474
1,1,2,5,7,2,9,593879420000.0,4526000,131215.07291206362
1,1,0,4,6,2,9,32480810000.0,737000,44071.655359565804
2,1,5,1,1,2,2,1585688640000.0,18550000,85481.86738544474
1,1,4,2,5,3,9,678356760000.0,14739000,46024.61225320578
1,1,0,5,2,5,9,287764490000.0,2330000,123504.07296137339
1,1,5,4,5,4,9,94329278580000.0,328908000,286795.33054836
1,1,5,0,4,6,9,425154970000.0,7345000,57883.59019741321
1,1,2,1,4,7,9,5558266040000.0,14357000,387146.7604652783
1,2,5,0,7,1,8,12100420000.0,3000,4033473.3333333335
1,1,1,0,7,5,9,161389340000.0,3194000,50528.91045710708
1,1,4,3,4,3,9,17269490000.0,35000,493414.0
1,2,3,4,2,1,7,507173350000.0,10659000,47581.70091002908
1,1,4,1,5,2,9,34534746230000.0,325373000,106138.94278259105
1,1,0,0,7,4,9,9046580550000.0,70284000,128714.65127198225
2,2,2,0,1,1,1,3719610000.0,4000,929902.5
1,2,4,5,5,1,7,48779540000.0,271000,179998.30258302583
1,2,4,1,6,1,8,4253393900000.0,6496000,654771.2284482758
1,1,2,3,3,3,9,476990360000.0,4816000,99042.8488372093
1,1,1,1,7,6,9,1123211817670000.1,3498472000,321057.82686555735
1,2,4,5,3,1,8,24668280000.0,63000,391560.0
1,1,1,3,7,3,9,204375760000.0,2374000,86089.19966301601
1,1,2,4,4,5,9,1800884520000.0,34244000,52589.78273566172
1,1,2,5,4,3,9,618598980000.0,13894000,44522.74219087376
1,2,2,1,6,1,8,742432960000.0,1269000,585053.5539795114
1,1,5,0,7,5,9,187398030000.0,1376000,136190.42877906977
1,1,5,2,5,4,9,522323780000.0,10526000,49622.24776743302
1,1,3,3,3,6,9,2216000000.0,5000,443200.0
1,2,3,0,5,1,8,948944270000.0,1903000,498656.9994745139
1,1,5,3,5,7,9,29383980000.0,181000,162342.43093922653
1,2,5,1,5,1,8,851040850000.0,1313000,648165.1561309977
2,1,2,2,1,6,2,1323237485900000.0,1201536000,1101288.2559490518
1,2,0,0,5,1,7,4593840800000.0,22574000,203501.40870027465
1,2,4,2,4,1,8,2494330000.0,9000,277147.77777777775
1,1,1,4,3,5,9,11367079760000.0,369247000,30784.487781891254
1,1,4,2,3,7,9,4992267030000.0,17675000,282447.9224893918
2,2,0,2,1,1,0,1967492960000.0,392000,5019114.693877551
1,1,5,5,3,3,9,5949336830000.0,11205000,530953.7554663097
1,1,2,3,4,0,9,375000000.0,7000,53571.42857142857
2,1,2,5,1,6,2,169359300000.0,712000,237864.18539325843
1,1,2,4,5,2,9,3770535400000.0,36063000,104554.12472617364
2,1,5,3,1,7,2,11304400000.0,92000,122873.91304347826
2,1,2,2,1,4,2,6669782770000.0,109453000,60937.41395850274
1,1,0,4,6,2,9,530002270000.0,3970000,133501.83123425694
1,1,5,1,2,2,9,15912450000.0,537000,29632.122905027933
2,1,1,4,1,2,2,4280361770000.0,18344000,233338.51777147842
1,1,3,5,6,3,9,14358140000.0,107000,134188.22429906542
1,1,1,3,5,4,9,2899575730000.0,18580000,156058.97362755652
1,1,0,3,2,2,9,812810000.0,52000,15630.961538461539
1,1,2,0,3,2,9,5860115360000.0,60868000,96275.79943484261
1,1,1,5,6,7,9,9271110000.0,34000,272679.70588235295
1,2,5,5,5,1,8,363329860000.0,671000,541475.2011922504
1,1,0,5,5,6,9,22533213980000.0,42669000,528093.3225526729
1,2,2,2,4,1,7,268263354340000.0,765224000,350568.4013308521
1,1,4,4,0,7,9,37481000000.0,4000,9370250.0
1,1,3,0,2,7,9,6470160000.0,55000,117639.27272727272
1,1,0,4,3,2,9,74875880000.0,1484000,50455.44474393531
2,2,2,5,1,1,1,1164891670000.0,938000,1241888.7739872069
1,1,4,2,5,6,9,4622482020000.0,9676000,477726.54195948737
1,1,3,4,6,2,9,256888680000.0,1075000,238966.21395348836
1,1,1,0,6,6,9,2616751830000.0,12392000,211164.60861846354
1,1,2,2,6,0,9,285000000.0,5000,57000.0
1,2,5,5,3,1,7,247788330980000.0,1008160000,245782.74379066814
1,1,5,4,4,2,9,1209325890000.0,11126000,108693.68056803884
1,2,1,1,6,1,7,927900758250000.0,11741722000,79025.9519217028
1,1,0,5,3,5,9,504356750000.0,11749000,42927.632138905436
2,2,1,2,1,1,0,68800210000.0,49000,1404085.918367347
1,1,0,5,7,5,9,1739906640000.0,2668000,652138.9205397301
1,1,0,4,6,6,9,835871790000.0,11063000,75555.6169212691
1,2,3,2,4,1,7,754947580000.0,11728000,64371.383015006824
1,1,1,3,6,6,9,1465215670000.0,2014000,727515.2284011916
1,1,0,0,6,3,9,96995502290000.0,408101000,237675.23796805204
1,1,0,1,3,0,9,410000000.0,3000,136666.66666666666
1,2,5,1,5,1,7,5299339790000.0,9644000,549496.0379510577
2,1,1,2,1,6,5,78561360000.0,15000,5237424.0
1,1,3,0,4,4,9,2719809270000.0,4864000,559171.3137335526
1,1,3,1,2,7,9,1863810000.0,34000,54817.94117647059
1,2,1,1,2,1,8,19026770000.0,70000,271811.0
1,2,4,0,5,1,7,854815800000.0,851000,1004483.901292597
2,1,3,1,1,3,2,239119430000.0,3590000,66607.08356545962
1,1,0,5,5,4,9,735321720000.0,10128000,72602.85545023697
1,1,5,3,4,5,9,5217010000.0,24000,217375.41666666666
1,1,3,2,4,5,9,2336317510000.0,6991000,334189.3162637677
1,1,2,1,2,3,9,343523390000.0,14754000,23283.407211603633
1,1,4,0,4,3,9,1476329410000.0,28069000,52596.437707078985
1,2,2,3,4,1,7,20162470000.0,39000,516986.41025641025
1,1,4,0,4,7,9,422504810000.0,12444000,33952.49196399871
1,1,1,0,3,2,9,9064533100000.0,109196000,83011.58558921573
1,1,4,0,2,5,9,58494900000.0,668000,87567.21556886227
2,2,3,1,1,1,1,51378230000.0,98000,524267.6530612245
1,1,1,3,2,2,9,24208120000.0,420000,57638.380952380954
1,1,3,1,3,7,9,440000000.0,4000,110000.0
1,2,2,2,0,1,7,6477690000.0,27000,239914.44444444444
1,1,1,4,7,3,9,37532837320000.0,129505000,289817.66974248097
1,1,0,1,7,4,9,344023810000.0,6530000,52683.58499234303
1,1,1,1,5,5,9,34497374390000.0,49408000,698214.3456525259
1,1,4,0,7,2,9,4691230000.0,313000,14987.955271565495
1,2,3,2,3,1,7,375970000.0,4000,93992.5
1,1,1,3,7,6,9,1136190000.0,43000,26423.023255813954
1,1,3,2,7,3,9,2549640000.0,40000,63741.0
1,2,2,4,5,1,8,60748020000.0,194000,313134.1237113402
2,1,4,2,1,2,2,20188612290000.0,107317000,188121.28823951472
1,1,4,4,4,4,9,1.185549785459e+16,31945716000,371113.8562237891
1,2,1,4,7,1,8,118147090000.0,205000,576327.268292683
1,2,4,1,2,1,7,10134756410000.0,55387000,182980.7790636792
1,1,2,3,4,3,9,637339050000.0,5689000,112030.0667955704
1,1,5,4,2,5,9,215669860000.0,9134000,23611.7648346836
2,2,5,5,1,1,0,81164632800000.0,44338000,1830588.4974513962
1,2,0,0,5,1,7,61269960000.0,158000,387784.5569620253
1,1,4,5,4,2,9,132385140000.0,2273000,58242.47250329961
1,2,3,3,5,1,7,248847800000.0,529000,470411.7202268431
1,2,3,3,4,1,7,20769560000.0,367000,56592.80653950954
1,2,2,2,6,1,8,63158000000.0,162000,389864.1975308642
2,1,4,4,1,6,5,11815572920000.0,6770000,1745284.035450517
1,1,4,4,4,4,9,27635774180000.0,39417000,701113.0776061091
1,2,1,1,5,1,7,16578583540000.0,64210000,258193.1714686186
1,2,4,2,5,1,8,7913920000.0,23000,344083.47826086957
1,1,1,1,0,3,9,9367200000.0,114000,82168.42105263157
1,1,4,4,0,4,9,182410000.0,1000,182410.0
2,1,0,1,1,5,2,314902670000.0,2469000,127542.5961927906
1,2,0,3,2,1,7,51058780000.0,692000,73784.3641618497
1,1,3,4,7,2,9,59900000.0,3000,19966.666666666668
1,2,0,0,3,1,7,138000000.0,1000,138000.0
1,1,1,1,0,2,9,1439280000.0,22000,65421.818181818184
1,1,2,5,2,2,9,33593360000.0,2475000,13573.074747474748
1,1,5,1,4,6,9,916707050000.0,21646000,42349.95149219255
1,1,2,0,5,3,9,800000000.0,1000,800000.0
1,1,5,2,6,3,9,202475830000.0,3268000,61957.10832313341
1,1,4,2,5,2,9,114571610000.0,3685000,31091.345997286295
1,2,2,2,6,1,7,139710830280000.0,314952000,443594.0406157129
1,1,0,5,3,7,9,193586440000.0,4799000,40338.91227339029
1,1,0,2,6,2,9,44920530000.0,739000,60785.56156968877
1,2,3,4,5,1,7,4296384770000.0,14059000,305596.7543922043
1,1,5,5,4,7,9,239670383780000.0,554131000,432515.7476842119
1,1,0,0,7,7,9,20871072420000.0,66846000,312226.1978278431
1,2,3,0,3,1,8,122120000.0,3000,40706.666666666664
1,1,4,1,4,3,9,44500887840000.0,327045000,136069.61684171902
1,1,0,2,7,4,9,1967670230000.0,5030000,391186.92445328034
1,2,2,5,3,1,7,12446000000.0,64000,194468.75
1,1,3,4,2,4,9,4612030000.0,75000,61493.73333333333
1,2,0,5,6,1,8,1932081350000.0,2377000,812823.4539335297
1,2,0,4,3,1,7,151638904040000.0,200868000,754918.175319115
1,1,0,0,5,6,9,2313449530000.0,4389000,527101.7384370016
1,1,1,5,4,7,9,1262617880000.0,150000,8417452.533333333
1,1,0,2,6,6,9,23366622710000.0,46180000,505990.09766132524
1,1,2,1,3,3,9,10098054670000.0,99946000,101035.10565705481
2,1,1,4,1,0,2,59850000.0,1000,59850.0
1,1,3,3,7,3,9,85310290000.0,109000,782663.2110091744
2,1,0,2,1,4,2,372927970000.0,2240000,166485.70089285713
1,1,0,3,3,6,9,82712050000.0,282000,293305.1418439716
1,1,4,3,3,2,9,29323340000.0,138000,212487.97101449277
1,1,1,5,7,3,9,435039120000.0,2613000,166490.28702640644
1,1,2,2,0,3,9,72000000.0,3000,24000.0
1,2,5,0,6,1,7,6636400090000.0,3473000,1910855.194356464
1,1,2,2,5,7,9,16702533640000.0,457075000,36542.21657277252
1,1,0,5,6,5,9,18727990000.0,59000,317423.5593220339
2,1,4,1,1,5,5,326000000.0,1000,326000.0
1,1,5,3,2,4,9,170118370000.0,1000000,170118.37
1,2,2,4,7,1,8,24136020000.0,17000,1419765.8823529412
1,1,1,4,2,4,9,24389186550000.0,286271000,85196.14823017351
1,2,3,3,3,1,7,261000000.0,5000,52200.0
1,2,4,5,5,1,8,30365730000.0,374000,81191.79144385026
1,1,0,2,6,5,9,38626269960000.0,77051000,501307.8345511414
1,1,4,4,2,4,9,536649272430000.0,5456438000,98351.57522728198
2,1,1,2,1,4,2,478639120000.0,5881000,81387.36949498384
1,1,0,4,3,4,9,8328692820000.0,54188000,153699.9486971285
2,1,5,4,1,6,5,2697500000.0,4000,674375.0
1,1,5,5,5,4,9,250589503500000.0,1042535000,240365.5546336574
1,1,4,0,6,4,9,911032970000.0,14480000,62916.641574585636
2,1,1,5,1,6,2,33535570000.0,459000,73062.2440087146
2,2,4,1,1,1,3,842740000.0,4000,210685.0
1,1,2,3,4,5,9,79394410000.0,937000,84732.5613660619
1,1,3,4,4,2,9,370427690000.0,1521000,243542.20249835635
1,2,0,2,4,1,7,59781882760000.0,64222000,930862.9871383638
1,1,0,2,4,7,9,411344710000.0,9916000,41482.92759177087
1,1,0,0,0,2,9,561340000.0,5000,112268.0
1,2,2,0,5,1,7,1927820000.0,4000,481955.0
1,1,0,1,7,7,9,2572039530000.0,4059000,633663.3481152994
1,1,4,5,3,7,9,546014420000.0,13675000,39927.92833638025
1,1,0,1,2,3,9,1351088590000.0,20854000,64787.98264121991
1,1,2,4,6,0,9,353654430000.0,216000,1637289.0277777778
1,1,0,0,3,6,9,2538151480000.0,6885000,368649.452432825
1,1,4,5,4,7,9,1333007490000.0,16246000,82051.42742829004
1,1,5,5,6,7,9,151282888890000.0,264035000,572965.2844887988
1,1,1,2,2,5,9,234199280000.0,13115000,17857.360274494855
1,1,5,5,7,6,9,104210510210000.0,182391000,571357.7435838392
1,1,4,0,6,3,9,6156775620000.0,16901000,364284.69439678127
1,1,4,4,2,4,9,16630217050000.0,840487000,19786.406036024353
1,1,3,5,5,2,9,349380000.0,25000,13975.2
1,1,5,4,3,6,9,28638758460000.0,116015000,246853.9280265483
1,2,4,3,6,1,7,3629350000.0,29000,125150.0
1,1,0,2,5,7,9,24788198860000.0,33563000,738557.3059619224
1,1,2,4,7,2,9,566920000.0,41000,13827.317073170732
2,1,0,3,1,7,2,663316170000.0,105000,6317296.857142857
1,1,5,4,4,5,9,1346476780000.0,34903000,38577.68042861645
1,1,2,0,4,4,9,2071385650000.0,39938000,51865.032049677
2,1,5,1,1,5,2,3106820990000.0,33905000,91633.12166347147
1,1,0,2,5,7,9,32506030000.0,77000,422156.2337662338
1,1,0,3,7,6,9,1065140000.0,33000,32276.969696969696
1,1,5,5,4,2,9,225436963540000.0,1790351000,125917.74659829274
1,1,4,3,6,5,9,21571890000.0,505000,42716.61386138614
1,1,0,2,2,5,9,149207440000.0,6194000,24089.028091701646
1,1,4,4,6,0,9,3141947080000.0,2572000,1221596.8429237946
1,1,2,1,3,7,9,442988260000.0,14356000,30857.359988854834
1,1,4,3,5,7,9,3320340000.0,139000,23887.338129496402
1,1,2,0,3,4,9,1959565520000.0,48952000,40030.34646184017
1,1,4,1,6,4,9,3031465990000.0,77217000,39259.04904360439
1,1,0,3,3,2,9,1181170000.0,27000,43747.03703703704
1,1,2,5,6,2,9,20490100000.0,206000,99466.50485436893
1,2,2,0,2,1,7,5046963470000.0,20631000,244630.09403325093
1,1,4,4,5,6,9,11001615280000.0,26991000,407603.10029269016
1,2,0,1,7,1,8,683959780000.0,748000,914384.7326203209
1,2,4,5,4,1,7,1541145010000.0,1162000,1326286.5834767641
1,1,5,1,6,7,9,222690580000.0,4171000,53390.21337808679
1,1,2,5,4,5,9,519550870000.0,16444000,31595.163585502312
1,2,5,4,5,1,7,508550000.0,4000,127137.5
2,1,5,2,1,3,2,165973877140000.0,539229000,307798.49959850084
2,1,1,1,1,4,2,92495430740000.0,419732000,220367.83171166363
1,1,3,1,6,4,9,1937263870000.0,4554000,425398.3025911287
1,2,0,1,0,1,7,5000000.0,1000,5000.0
1,1,3,3,4,4,9,94214760000.0,151000,623938.8079470198
1,1,0,2,3,2,9,50920220000.0,517000,98491.72147001934
1,1,2,2,6,5,9,119414199910000.0,767667000,155554.68700621492
1,2,3,5,6,1,8,20000000.0,1000,20000.0
1,1,4,1,6,3,9,4031423120000.0,64503000,62499.77706463265
1,1,5,1,6,6,9,413113070000.0,7670000,53860.895697522814
1,1,0,5,3,3,9,291111410000.0,7563000,38491.52584953061
1,1,1,3,5,2,9,3900000.0,1000,3900.0
1,2,1,3,5,1,7,296647740000.0,1452000,204302.85123966943
1,1,1,3,2,5,9,24445720000.0,253000,96623.39920948616
1,2,5,5,4,1,8,1574764400000.0,16359000,96262.87670395501
1,1,0,4,3,4,9,1271085790000.0,35934000,35372.78872377136
1,1,4,3,7,0,9,622500000.0,13000,47884.61538461538
1,1,4,2,3,6,9,199745580000.0,8467000,23591.068855556867
1,1,1,4,2,6,9,10217923410000.0,119106000,85788.48597048008
2,1,3,1,1,2,2,56096540000.0,884000,63457.62443438914
1,1,1,0,2,3,9,656479260000.0,11271000,58244.988022358266
1,1,5,0,3,3,9,530857760000.0,7240000,73322.89502762431
2,2,0,5,1,1,0,159756273890000.0,290393000,550138.1709958573
1,1,0,5,2,3,9,62188550000.0,2301000,27026.749239461104
1,1,1,2,4,7,9,14162520750000.0,50784000,278877.61401228735
